img_path,question,ground_truth,model_answer,model_version,rouge_l,biobert_sim,id,accuracy,relevance,fluency,gt_label,pred_label
Test/image_test/test_ncd_2.jpg,"I noticed this specific type of very dark green, liquid fecal output from several of my chickens. What disease does this symptom directly indicate?","This symptom of very dark green, liquid fecal output directly indicates Coccidiosis.","This specific type of very dark green, liquid fecal output is a hallmark symptom of **Newcastle Disease**.",expert_model,0.5517241379310345,0.9522548317909241,0,0,9,10,Other,new castle (feces)
Test/image_test/test_avian_5.jpg,My chickens sometimes have dull and pale combs. Does this bird's comb show any signs of paleness or cyanosis?,"No, this bird's comb does not show any signs of paleness or cyanosis. It is a uniformly bright red, which indicates good circulation and oxygenation. A pale comb would suggest anemia or systemic illness, while cyanosis would indicate poor oxygenation. This chicken's comb is Healthy.","The comb is a healthy, vibrant red, indicating good blood circulation and overall health, with no signs of paleness or cyanosis.",expert_model,0.3235294117647059,0.9502967596054077,1,10,10,10,healthy head,healthy head
Test/image_test/test_healthy_6.jpg,What abnormality is visible in this chicken dropping?,"The dropping shows an abnormal dark, reddish-brown, and somewhat lumpy consistency, indicative of Coccidiosis.","The dropping is not yellow or yellow-bish, which is a key indicator of Salmonella.",expert_model,0.26666666666666666,0.9088318347930908,2,0,9,10,Other,Other
Test/image_test/test_crd_2.jpg,This chicken has a puffy face and a closed eye. What is the diagnosis based on these visual symptoms?,The puffy face and closed eye are symptoms of severe conjunctivitis and sinusitis. This is a clear presentation of Chronic Respiratory Disease.,The visual signs of facial swelling and eye closure are consistent with Avian Influenza.,expert_model,0.2222222222222222,0.9374887347221375,3,0,10,10,chronic respiratory(head),avian influenza (head)
Test/image_test/test_spur_3.jpg,My neighbor said this could be a severe infection making the bone grow abnormally. Is that what this is?,"No, this is not an abnormal bone growth due to infection. This is a Spur, a normal anatomical feature. Infections like osteomyelitis would typically present with swelling, heat, pain, and discharge, none of which are visible here. The foot itself appears Healthy.","No, this is not an abnormal bone growth due to infection. Infections would typically present with inflammation, heat, and possibly pus. The structure you're observing is a hard, pointed, and naturally outgrowth from the shank bone, which is a **Spur**, a normal anatomical feature.",expert_model,0.4367816091954023,0.9716296195983887,4,10,10,10,foot spur,foot spur
fowlpox_head/images/fowlpox_head_327.jpg,I saw some flies around. Are these fly bites that got infected?,"No, this is not consistent with infected fly bites. Fly bites usually result in small, localized puncture marks or mild irritation. They do not develop into these **large, prominent, and distinctively nodular or verrucous (warty) lesions**. The visual evidence strongly indicates **Dry Fowlpox**.","No, these are not typical fly bites. While flies can transmit the virus, the lesions themselves are not simple bites. Instead, we observe **distinct, raised, and crusty wart-like growthss** on the unfeathereded skin, which are the hallmark signs of **Dry Fowlpox**.",expert_model,0.21176470588235297,0.9706688523292542,5,10,10,10,fowlpox (head),fowlpox (head)
Test/image_test/test_ncd_head_2.jpg,"Could the chicken's condition, especially these head lesions, be related to Coccidiosis?","No, Coccidiosis primarily affects the intestinal tract, causing symptoms like diarrhea, weight loss, and reduced feed intake, not external skin lesions on the head. Conclusion: This presentation is consistent with Fowlpox.","No, the chicken's condition, specifically the head lesions, is not consistent with Coccidiosis. Coccidiosis is characterized by the presence of **blood or red/orange mucus** in the stool, whereas here we observe **chalky white, paste-like discharge**. This white discharge is a key indicator for **Chronic Respiratory Disease (CRD)**.",expert_model,0.1728395061728395,0.9485717415809631,6,0,10,10,fowlpox (head),chronic respiratory(head)
Test/image_test/test_bbf_6.jpg,"What causes the rough, scaly appearance on the chicken's lower leg and toes?","The rough, scaly appearance on the lower leg and toes is caused by microscopic mites burrowing under the scales, leading to the condition known as Scaly Leg Mite.","The rough, scaly appearance is caused by mites burrowing under the scales, leading to irritation and thickening, which is characteristic of Scaly Leg M mites.",expert_model,0.6415094339622641,0.9713939428329468,7,10,10,10,foot scaly leg mite,foot scaly leg mite
Test/image_test/test_spur_5.jpg,Can you identify any signs of disease on the integument of this chicken's leg?,"The integument of the chicken's leg shows no signs of scaly leg mites, bumblefoot lesions, or other skin abnormalities. This indicates Healthy.","No, the integument appears **unblemished and healthy**, with no discernible signs of disease such as lesions, scabs, or swelling, indicating a **Healthy Foot**.",expert_model,0.391304347826087,0.9364475011825562,8,10,10,10,healthy foot,healthy foot
augmented_images_safe/aug_safe_232_spur_leg_17.jpg,What kind of animal feature is shown in the image?,This image shows a spur on the leg of a chicken.,This image shows a spur on the leg of a chicken.,expert_model,1.0,1.0,9,10,10,10,foot spur,foot spur
foot_healthy/images/healthy_leg_487.jpg,Is there any evidence of a Spur Foot condition visible here?,"No, there is **no bony spur or prominent growth** visible on the inner side of the shank in this image, which rules out Spur Foot and confirms a **Healthy Foot**.","No, there is **no evidence of an overgrown or abnormally developed spur** on the visible shank, which rules out Spur Foot. The visible pathology is consistent with Bumblefoot.",expert_model,0.4482758620689655,0.9679242372512817,10,0,10,10,healthy foot,bumble foot
Test/image_test/test_slm_7.jpg,"Which primary biological system is most affected by this condition, and what is the underlying cause of the scale deformation?","The primary biological system affected is the integumentary system, specifically the skin and scales of the legs and feet. The underlying cause of the scale deformation is the burrowing activity of the Scaly Leg Mite (Knemidocoptes mutans). These microscopic mites tunnel into the epidermal layers beneath the scales, causing intense irritation, inflammation, and serum exudation. This reaction leads to hyperkeratosis, where new skin cells are produced excessively and old ones are not shed properly, resulting in the characteristic lifting, thickening, and distortion of the leg scales.","The primary biological system most affected is the **dermal system**, specifically the epideral cells responsible for keratin production. The scale deformation is caused by the activity of **Scaly Leg Mmites** burrowing beneath the scales, leading to hyperkeratosis and crust formation.",expert_model,0.4126984126984127,0.9651275873184204,11,10,10,10,foot scaly leg mite,foot scaly leg mite
Test/image_test/test_fowlpox_5.jpg,Why is this not likely a sign of Vitamin A deficiency?,"Vitamin A deficiency causes eye discharge and internal pustules, not the **distinct, raised external scabs** seen in **Fowl Pox**.","Vitamin A deficiency typically causes dry, brittle combs and eyes, not these specific lesions. The image shows **multiple, distinct, raised, and crusty nodules** on the comb, which are pathognomonic for **Dry Fowlpox**.",expert_model,0.35294117647058826,0.9659578204154968,12,10,10,10,fowlpox (head),fowlpox (head)
